customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-100005077,Male,0,8.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,83.71,682.76,No
CUST-100005078,Male,0,12.0,Yes,Dsl,One year,Yes,Bank transfer,54.64,592.71,No
TC-TW-10005079,Female,0,55.0,Yes,,One year,No,Credit card,26.1,1406.73,No
CUST-100005080,Female,0,19.0,Yes,Fiber optic,Month-to-month,No,Credit card,78.02,1474.61,No
CUST-100005081,Female,0,57.0,Yes,Fiber optic,Month-to-month,No,Mailed check,83.18,4681.22,No
CUST-100005082,Female,0,45.0,Yes,DSL,Month-to-month,No,Electronic check,57.96,2697.82,No
CUST-100005083,Male,0,43.0,Yes,Fiber optic,Month-to-month,No,Electronic check,90.64,3882.69,No
ACCT1000005084,Male,0,70.0,No,DSL,Two year,No,Electronic check,40.99,2758.9,No
CUST-100005085,Male,0,61.0,Yes,Fiber optic,One year,Yes,Mailed check,78.53,4614.01,No
TC-BX-10005086,Male,0,61.0,Yes,DSL,Month-to-month,yes,Mailed check,65.63,3735.50,No
TC-NV-10005087,Male,0,12.0,Yes,DSL,Month-to-month,No,Bank transfer,60.82,759.19,No
100005088-SSC,Female,0,55.0,Yes,Fiber optic,Two year,Yes,Mailed check,83.13,4488.79,No
CUST-100005089,Female,0,20.0,No,DSL,Month-to-month,Yes,Electronic check,37.84,775.17,No
CUST-100005090,Male,1,3.0,Yes,DSL,Two year,No,Credit card,66.26,150.96,No
CUST-100005091,Female,0,4.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.55,341.98,Yes
TC-VH-10005092,Male,0,13.0,Yes,Fiber optic,One year,Yes,Bank transfer,101.19,1426.22,Yes
CUST-100005093,Female,0,55.0,Yes,Fiber optic,One year,No,Electronic check,80.5,4128.31,No
TC-HL-10005094,Female,0,68.0,Yes,No,Month-to-month,Yes,Electronic check,36.77,2463.52,No
100005095-JKF,Male,0,11.0,Yes,Fiber optic,Two year,Yes,Bank transfer,67.24,778.56,Yes
ACCT1000005096,Female,0,39.0,Yes,No,Two year,No,Electronic check,24.5,1029.46,No
100005097-FDE,Female,0,55.0,Yes,Fiber optic,Two year,No,Credit card,78.61,4302.4,No
CUST-100005098,Male,1,4.0,Yes,DSL,Month-to-month,Yes,Credit card,61.36,250.09,Yes
CUST-100005099,Female,0,19.0,Yes, DSL ,Month-to-month,Yes,Bank transfer,64.4,1212.89,Yes
CUST-100005100,Female,1,42.0,Yes,DSL,Month-to-month,Yes,Mailed check,66.87,3004.38,Yes
CUST-100005101,Male,0,36.0,Yes,Fiber optic,Month-to-month,No,Electronic check,74.92,2704.86,Yes
CUST-100005102,Female,0,6.0,Yes,DSL,Month-to-month,No,Credit card,49.44,295.01,No
ACCT1000005103,Male,0,8.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.04,702.71,Yes
CUST-100005104,Female,1,8.0,Yes,DSL,Month-to-month,Yes,Bank transfer,59.03,450.87,No
CUST-100005105,Male,1,61.0,Yes,Fiber optic,One year,Yes,Bank transfer,87.84,5182.76,No
ACCT1000005106,Female,0,17.0,Yes,DSL,Month-to-month,Yes,Credit card,53.86,935.05,No
CUST-100005107,Female,1,2.0,Yes,DSL,Month-to-month,Yes,Electronic check,66.37,149.05,No
CUST-100005108,Male,0,66.0,Yes,Fiber optic,One year,Yes,Credit card,82.91,5541.2,No
CUST-100005109,Female,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.3,491.94,Yes
CUST-100005110,Female,0,13.0,Yes,Fiber optic,Month-to-month,No,Electronic check,90.03,1265.1,Yes
CUST-100005111,Male,1,67.0,Yes,DSL,Month-to-month,Yes,Credit card,60.45,4079.18,Yes
100005112-XPV,Male,0,18.0,No,DSL,two year,Yes,Credit card,49.14,890.05,No
CUST-100005113,Female,1,68.0,Yes,Fiber optic,Month-to-month,yes,Electronic check,85.81,5660.2,Yes
CUST-100005114,Female,0,50.0,Yes,DSL,One year,Yes,Bank transfer,58.64,3019.14,No
TC-VW-10005115,Male,0,4.0,No,Fiber optic,Two year,Yes,Bank transfer,50.36,195.63,No
TC-DP-10005116,Female,0,41.0,Yes,DSL,One year,No,Mailed check,67.52,2836.55,No
CUST-100005117,Female,1,59.0,Yes,DSL,Month-to-month,Yes,Mailed check,60.92,3591.29,No
CUST-100005118,Male,0,72.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.39,6024.53,No
CUST-100005119,Male,0,32.0,Yes,Fiber optic,One year,No,Bank transfer,76.41,2538.26,No
CUST-100005120,Male,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,94.61,516.44,Yes
CUST-100005121,Male,0,53.0,Yes,Fiber optic,One year,Yes,Bank transfer,79.57,4287.17,No
CUST-100005122,Male,0,8.0,Yes,fibre optic,One year,No,Electronic check,76.64,562.04,No
100005123-QXC,Female,0,13.0,No,Fiber optic,1 year,Yes,Electronic check,71.02,975.24,Yes
CUST-100005124,Female,0,22.0,No,Fiber optic,Month-to-month,Yes,Electronic check,76.72,1726.13,No
TC-KE-10005125,Female,1,25.0,Yes,DSL,Month-to-month,Yes,Electronic check,61.6,1473.89,No
ACCT1000005126,Female,0,2.0,Yes,DSL,Month-to-month,Yes,Credit card,47.26,101.24,Yes
ACCT1000005127,Male,0,5.0,Yes,fiberoptic,Month-to-month,Yes,Electronic check,87.61,447.05,Yes
CUST-100005128,Female,1,46.0,Yes,Fiber optic,Month-to-month,No,Electronic check,80.08,3916.54,Yes
CUST-100005129,Female,0,37.0,Yes,Fiber optic,Month-to-month,No,Mailed check,77.03,2984.64,Yes
TC-FV-10005130,Male,0,57.0,Yes,DSL,One year,No,Credit card,66.52,3804.93,No
CUST-100005131,Male,0,24.0,Yes,Fiber optic,Month-to-month,No,Electronic check,87.02,1958.59,No
TC-LM-10005132,Female,0,53.0,Yes,Fiber optic,Two year,No,Bank transfer,82.03,4393.05,No
100005133-QDZ,Male,1,2.0,Yes,fibre optic,One year,No,Credit card,86.51,175.99,Yes
100005134-QHN,Male,0,37.0,Yes,Fiber optic,Two year,Yes,Bank transfer,81.43,3119.0,No
TC-UR-10005135,Male,0,6.0,Yes,No,One year,No,Credit card,31.45,193.56,No
TC-GX-10005136,Male,0,62.0,Yes, DSL ,Month-to-month,Yes,Bank transfer,57.26,3596.08,No
CUST-100005137,Female,1,50.0,No,No,Two year,No,Credit card,18.0,897.14,No
TC-WW-10005138,Male,0,67.0,Yes,No,One year,Yes,Electronic check,32.71,2186.61,Yes
CUST-100005139,Male,0,23.0,Yes,Fiber optic,Two year,No,Credit card,78.06,1495.19,No
ACCT1000005140,Female,0,19.0,NO,Fiber optic,Month-to-month,Yes,Electronic check,72.98,1390.0,No
TC-JM-10005141,Female,0,61.0,Yes,Fiber optic,Two year,No,Bank transfer,88.85,5465.9,NO
ACCT1000005142,Female,0,50.0,Yes,Fiber optic,Two year,Yes,Credit card,78.9,3745.44,No
CUST-100005143,Male,0,66.0,Yes,DSL,Month-to-month,Yes,Electronic check,61.2,3891.60,Yes
CUST-100005144,Male,0,39.0,Yes,Fiber optic,One year,Yes,  Electronic check  ,89.68,3428.03,No
ACCT1000005145,Female,0,30.0,Yes,DSL,Month-to-month,Yes,Electronic check,63.84,1980.59,No
CUST-100005146,Female,0,20.0,No,Fiber optic,Month-to-month,Yes,Electronic check,77.34,1491.46,Yes
ACCT1000005147,Female,0,42.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.68,3565.13,No
TC-GJ-10005148,Female,0,44.0,Yes,DSL,One year,Yes,Bank transfer,64.15,2836.09,No
CUST-100005149,Male,0,15.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,82.68,1197.47,No
CUST-100005150,Female,1,9.0,No,Fiber optic,Month-to-month,Yes,Electronic check,62.04,537.68,Yes
CUST-100005151,Male,0,12.0,Yes,DSL,One year,Yes,Credit card,58.54,663.92,Yes
ACCT1000005152,Male,0,14.0,Yes,DSL,Two year, No ,Credit card,59.3,818.37,no
CUST-100005153,Male,1,59.0,Yes,DSL,One year,Yes,Credit card,67.84,3707.31,No
CUST-100005154,Female,0,14.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.88,1126.13,No
TC-YR-10005155,Female,1,26.0,Yes,No,One year,Yes,Mailed check,24.01,666.72,Yes
CUST-100005156,Female,0,8.0,Yes,Fiber optic,1 year,No,Electronic check,91.1,745.63,Yes
CUST-100005157,Female,0,8.0,Yes,DSL,Month-to-month,No,Electronic check,72.18,615.62,No
CUST-100005158,Male,0,52.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,77.65,4041.17,No
CUST-100005159,Male,0,62.0,Yes,DSL,Two year,Yes,Mailed check,60.17,3570.89,No
CUST-100005160,Female,0,25.0,Yes,DSL,One year,No,Credit card,64.58,1644.00,Yes
TC-FS-10005161,Male,0,67.0,Yes,No,Two year,Yes,Credit card,33.57,2318.72,No
CUST-100005162,Male,0,68.0,Yes,DSL,Two year,Yes,Credit card,56.18,3858.38,No
CUST-100005163,Female,0,17.0,Yes,Fiber optic,Month-to-month,No,Mailed check,80.46,1383.21,No
CUST-100005164,Female,0,47.0,Yes,No,Two year,No,Credit card,27.94,1363.07,No
ACCT1000005165,Female,0,52.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,94.58,4800.12,Yes
CUST-100005166,Male,1,12.0,Yes,Fiber optic,One year,Yes,Bank transfer,98.62,1219.33,Yes
CUST-100005167,Male,1,51.0,Yes,DSL,monthly,No,Bank transfer,71.3,3526.59,No
TC-VE-10005168,Female,0,11.0,Yes,DSL,1 year,No,Bank transfer,69.02,757.45,No
100005169-QRN,Female,1,21.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,99.7,2050.60,No
100005170-NYK,Male,0,71.0,Yes,No,Two year,Yes,Mailed check,25.38,1879.27,No
CUST-100005171,Female,0,4.0,Yes,Fiber optic,Month-to-month,No,Credit card,82.62,357.36,No
CUST-100005172,Male,0,43.0,Yes,No,One year,Yes,Electronic check,37.75,1621.7,No
100005173-GBE,Female,0,37.0,No,DSL,Month-to-month,Yes,Bank transfer,39.31,1415.90,No
CUST-100005174,Male,0,51.0,Yes,Fiber optic,Two year,Yes,Credit card,68.15,3357.04,No
CUST-100005175,Female,0,39.0,Yes,Fiber optic,Two year,Yes,Credit card,78.72,3155.86,No
ACCT1000005176,Female,0,33.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.34,3011.99,No
CUST-100005177,Female,0,48.0,Yes,No,Month-to-month,Yes,Electronic check,20.87,1015.03,No
CUST-100005178,Female,0,5.0,Yes,DSL,Month-to-month,No,Electronic check,69.48,303.82,Yes
CUST-100005179,Female,0,4.0,Yes,DSL,Month-to-month,No,Bank transfer,64.32,258.13,Yes
CUST-100005180,Male,0,5.0,Yes,DSL,Month-to-month,No,Mailed check,65.08,297.45,No
ACCT1000005181,Female,0,12.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.51,1054.9,Yes
CUST-100005182,Female,0,55.0,No,Fiber optic,Two year,Yes,Bank transfer,53.06,2826.38,Yes
CUST-100005183,Male,0,47.0,Yes,DSL,Month-to-month,No,Credit card,64.58,3182.27,No
100005184-DQU,Female,0,61.0,Yes,Fiber optic,One year,no,Mailed check,80.81,4745.89,No
100005185-APK,Male,0,7.0,Yes,DSL,Month-to-month,No, Electronic check,53.4,352.62,No
ACCT1000005186,Female,0,34.0,Yes,dsl,Month-to-month,No,Electronic check,65.46,2299.66,Yes
ACCT1000005187,Male,0,12.0, Yes ,Fiber optic,Month-to-month,No,Electronic check,68.14,837.38,No
CUST-100005188,Male,0,9.0,Yes,Fiber optic,Two year,Yes,Mailed check,76.46,698.69,No
TC-HB-10005189,Female,0,28.0,Yes,DSL,Month-to-month,YES,Electronic check,59.31,1557.63,No
CUST-100005190,Female,0,7.0,No,Fiber optic,Month-to-month,Yes,Bank transfer,69.12,484.75,No
CUST-100005191,Male,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.97,422.57,Yes
ACCT1000005192,Female,0,5.0,Yes,DSL,Month-to-month,Yes,Mailed check,70.72,315.99,No
CUST-100005193,Male,0,31.0,Yes,Fiber optic,One year,Yes,Bank transfer,87.98,2596.84,Yes
CUST-100005194,Male,1,30.0,Yes,No,One year,Yes,Credit card,25.67,792.6,No
TC-MQ-10005195,Female,0,4.0,Yes,DSL, One year ,No,Bank transfer,68.43,300.79,No
CUST-100005196,Male,0,9.0,Yes,DSL,Month-to-month,No,Bank transfer,66.36,592.36,Yes
TC-ZT-10005197,Male,0,12.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.07,911.23,No
CUST-100005198,Male,0,57.0,No,DSL,Two year,Yes,Credit card,46.49,2707.72,No
ACCT1000005199,Male,0,47.0,Yes,No,Month-to-month,No,Electronic check,35.99,1634.10,No
CUST-100005200,Male,1,39.0,No,Fiber optic,Month-to-month,No,Electronic check,62.25,2345.9,No
CUST-100005201,Male,0,41.0,Yes,DSL,Month-to-month,Yes,Bank transfer,59.93,2451.54,No
CUST-100005202,Male,0,38.0,No,Fiber optic,Two year,Yes,Credit card,64.04,2441.70,No
CUST-100005203,Male,0,7.0,Yes,No,One year,Yes,Mailed check,34.85,239.70,No
CUST-100005204,Male,0,3.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,91.9,259.71,No
TC-VH-10005205,Male,1,29.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,86.37,2488.11,Yes
ACCT1000005206,Male,0,20.0,Yes,No,One year,No,Credit card,28.74,560.17,Yes
ACCT1000005207,Male,0,22.0,Yes,DSL,Month-to-month,No,Mailed check,66.66,1476.61,No
CUST-100005208,Male,0,54.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.54,4721.49,No
ACCT1000005209,Female,0,41.0,Yes,DSL,Two year,No,Mailed check,51.73,2160.31,No
CUST-100005210,Male,0,1.0, Yes ,Fiber optic,One year,No,Electronic check,76.81,94.19,Yes
CUST-100005211,Male,0,6.0,No,Fiber optic,Month-to-month,No,Electronic check,65.19,393.80,No
CUST-100005212,Female,1,48.0,Yes,DSL,Two year,No,Credit card,61.95,3006.43,No
CUST-100005213,Female,0,6.0,Yes,DSL,Two year,No, Credit card,49.91,287.46,No
TC-GB-10005214,Female,0,16.0,Yes,Fiber optic,Month-to-month,No,Mailed check,81.08,1302.55,No
CUST-100005215,Male,0,52.0,Yes,DSL,One year,Yes,Electronic check,70.97,3506.95,No
CUST-100005216,Male,0,45.0,Yes,DSL,One year,No,Bank transfer,54.48,2346.26,No
CUST-100005217,Female,1,20.0,Yes,Fiber optic,One year,Yes,Electronic check,88.33,1806.54,Yes
TC-ML-10005218,Female,0,4.0,Yes,Fiber optic,Two year,No,Bank transfer,83.71,313.73,No
100005219-XQW,Male,1,46.0,YES,Fiber optic,Month-to-month,Yes,Bank transfer,92.41,4308.6, No 
CUST-100005220,Male,0,50.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,90.28,4339.41,No
TC-NG-10005221,Female,0,34.0,Yes,DSL,One year,No,Bank transfer,58.27,1986.26,No
TC-BD-10005222,Female,0,26.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.89,1758.59,No
CUST-100005223,Male,1,10.0,Yes,DSL,Month-to-month,No,Electronic check,57.96,573.88,Yes
CUST-100005224,Male,0,47.0,Yes,No,Month-to-month,No, Electronic check,29.94,1374.43,No
ACCT1000005225,Male,0,55.0,Yes,No,One year,Yes,Mailed check,49.61,2695.1,No
ACCT1000005226,Female,0,20.0,Yes,No,Month-to-month,Yes,Mailed check,43.01,810.71,Yes
ACCT1000005227,Female,0,10.0,Yes,No,Month-to-month,No,Electronic check,35.36,321.85,Yes
CUST-100005228,Female,0,70.0,Yes,No,Month-to-month,No,Electronic check,37.6,2746.69,No
CUST-100005229,Male,0,8.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,88.45,660.8,No
ACCT1000005230,Male,1,18.0,Yes,No,Month-to-month,Yes,Mailed check,50.36,992.66,No
TC-VN-10005231,Male,0,53.0,Yes,No,One year,Yes,Electronic check,40.36,2038.74,No
CUST-100005232,Female,0,63.0,Yes,DSL,One year,Yes,Credit card,65.74,4254.43,No
CUST-100005233,Female,1,60.0,Yes,DSL,Two year, Yes ,Credit card,60.73,3690.97,No
TC-JA-10005234,Male,0,22.0,Yes,DSL,Month-to-month,No,Electronic check,54.3,1152.44,Yes
CUST-100005235,Female,0,8.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,92.19,736.67,Yes
TC-CW-10005236,Female,0,11.0,Yes,No,Month-to-month,No,Electronic check,31.36,319.13,No
CUST-100005237,Female,0,22.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,86.65,2024.7,No
CUST-100005238,Male,1,6.0, Yes ,DSL,Month-to-month,Yes,Bank transfer,74.41,417.73,Yes
CUST-100005239,Female,0,5.0,Yes,No,Month-to-month,Yes,Bank transfer,44.63,239.47,Yes
CUST-100005240,Female,1,9.0,Yes,none,Two year,Yes,Credit card,35.3,335.76,No
CUST-100005241,Female,0,10.0,Yes,DSL,Month-to-month,No,Bank transfer,58.25,604.17,No
TC-LP-10005242,Male,0,47.0,No,fibre optic,One year,Yes,Credit card,64.3,3152.21,No
CUST-100005243,Female,0,56.0,Yes,No,Two year,Yes,Credit card,35.62,1945.85,No
CUST-100005244,Female,0,18.0,Yes,DSL,One year,Yes,Bank transfer,72.65,1320.61,No
ACCT1000005245,Female,0,37.0,Yes,DSL,Month-to-month,Yes,Bank transfer,60.58,2245.34,No
CUST-100005246,Male,0,7.0,Yes,No,Month-to-month,Yes,Electronic check,36.47,223.89,No
CUST-100005247,Female,0,5.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.36,466.3,Yes
CUST-100005248,Male,0,7.0,Yes,DSL,One year,No,Electronic check,69.46,471.98,No
CUST-100005249,Male,0,45.0,Yes,No,One year,Yes,Mailed check,32.74,1443.60,No
TC-LZ-10005250,Male,0,67.0,Yes,DSL,Two year,Yes,Credit card,56.13,3599.77,No
CUST-100005251,Male,0,5.0,Yes,No,Month-to-month,Yes,Bank transfer,38.21,170.50,No
CUST-100005252,Male,1,48.0,Yes,Fiber optic,Two year,No,Credit card,84.18,4154.67,No
CUST-100005253,Male,0,7.0,Yes,Fiber optic,Month-to-month,No,Credit card,90.59,596.47,Yes
CUST-100005254,Male,0,39.0,No,Fiber optic,Two year,Yes,Bank transfer,75.73,2844.8,Yes
CUST-100005255,Male,0,6.0,Yes,DSL,monthly,Yes,Electronic check,67.34,392.5,Yes
CUST-100005256,Male,0,18.0,Yes,DSL,Month-to-month,Yes,Mailed check,63.01,1140.77,No
CUST-100005257,Female,0,34.0,Yes,No,Month-to-month,No,Electronic check,37.06,1247.29,No
CUST-100005258,Female,0,21.0,Yes,DSL,Two year,No,Credit card,60.74,1273.60,No
TC-TH-10005259,Male,0,12.0,YES,DSL,Month-to-month,Yes,Credit card,61.33,750.04,No
CUST-100005260,Male,0,10.0,Yes,Fiber optic,One year,Yes,Electronic check,88.03,885.02,Yes
TC-ZL-10005261,Male,0,72.0,Yes,Fiber optic,Two year,No,Bank transfer,85.01,5773.39,No
CUST-100005262,Female,0,46.0,No,DSL,Two year,No,Mailed check,37.83,1728.93,No
CUST-100005263,Female,0,8.0,Yes,fibre optic,Two year,No,Electronic check,86.11,668.28,No
CUST-100005264,Male,0,52.0,Yes,No,Month-to-month,Yes,Electronic check,26.99,1415.49,No
100005265-CNA,Female,0,32.0,Yes,Fiber optic,One year,Yes,Electronic check,92.96,2955.67,Yes
TC-VS-10005266,Male,0,9.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.6,829.66,Yes
CUST-100005267,Male,1,2.0,Yes,DSL,Month-to-month,No,Credit card,60.55,147.83,No
ACCT1000005268,Female,0,64.0,Yes,Fiber optic,Month-to-month,No,Mailed check,73.71,4754.81,No
100005269-VWJ,Female,0,33.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.29,2707.68,Yes
ACCT1000005270,Male,0,10.0,Yes,DSL,Month-to-month,No,Mailed check,59.31,531.65,No
ACCT1000005271,Male,0,4.0, Yes ,DSL,Month-to-month,Yes,Credit card,55.77,219.88,Yes
ACCT1000005272,Male,0,23.0,Yes,DSL,One year,Yes,Mailed check,56.77,1263.59,No
ACCT1000005273,Female,0,7.0,Yes,DSL,Month-to-month,Yes,Credit card,60.56,456.45,Yes
CUST-100005274,Male,0,63.0,yes,No,One year,No,Bank transfer,25.85,1780.80,No
ACCT1000005275,Female,0,8.0,Yes,No,Month-to-month,Yes,Mailed check,35.31,274.82,No
CUST-100005276,Male,0,32.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.15,3005.94,Yes
CUST-100005277,Male,0,25.0,yes,No,Two year,No,Bank transfer,20.15,500.55,No
CUST-100005278,Male,1,65.0,No,Fiber optic,One year,Yes,Bank transfer,66.11,4020.60,No
CUST-100005279,Male,0,28.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,92.75,2540.97,No
CUST-100005280,Male,1,40.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,77.74,3174.79,No
TC-YU-10005281,Male,0,51.0,YES,No,Month-to-month,No,Electronic check,40.45,2037.12,No
TC-ZU-10005282,Male,0,67.0,Yes,DSL,One year,No,Electronic check,56.0,3783.65,No
CUST-100005283,Male,0,28.0,Yes,Fiber optic,One year,No,Electronic check,81.59,2297.28,Yes
CUST-100005284,Female,0,19.0,Yes,No,Month-to-month,Yes,Electronic check,22.7,425.3,No
CUST-100005285,Male,0,49.0,Yes,DSL,One year,No,Electronic check,56.26,2902.31,No
CUST-100005286,Male,0,39.0,No,Fiber optic,Month-to-month,Yes,Bank transfer,79.89,3159.95,Yes
CUST-100005287,Male,0,8.0,Yes,Fiber optic,Month-to-month,YES,Credit card,90.39,713.58,No
100005288-XWG,Female,0,34.0,Yes,DSL,Two year,Yes,Credit card,56.07,1832.18,No
CUST-100005289,Female,0,6.0,Yes,DSL,Month-to-month,Yes,Electronic check,63.5,381.75,No
ACCT1000005290,Male,0,7.0,Yes,DSL,One year,Yes,Credit card,61.74,417.37,No
CUST-100005291,Male,1,6.0,Yes,Fiber optic,Month-to-month,No,Credit card,77.89,465.12,Yes
100005292-ZGP,Male,0,10.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,87.09,877.66,Yes
CUST-100005293,Male,0,12.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,71.03,906.13,Yes
CUST-100005294,Female,0,14.0, Yes ,DSL,Month-to-month,No,Electronic check,63.69,846.41,Yes
CUST-100005295,Male,0,24.0,Yes,DSL,Month-to-month,No,Electronic check,64.99,1552.56,No
TC-BR-10005296,Female,0,14.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.35,1298.94,No
CUST-100005297,Male,0,44.0,Yes,No,Two year,Yes,Credit card,31.16,1315.77,No
CUST-100005298,Female,0,48.0,Yes,No,Two year, Yes ,Electronic check,29.97,1450.27, No 
ACCT1000005299,Female,0,13.0,Yes,No,One year,Yes,Electronic check,31.79,409.09,Yes
CUST-100005300,Male,0,5.0,Yes,DSL,monthly,Yes,Electronic check,68.6,365.14,No
CUST-100005301,Male,0,42.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check ,83.87,3472.01,Yes
ACCT1000005302,Female,1,10.0,No,DSL,Month-to-month,No,Mailed check,53.79,492.97,No
CUST-100005303,Male,1,66.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.85,6188.97,No
CUST-100005304,Female,0,13.0,Yes,DSL,Month-to-month,No,Electronic check,53.89,704.89,No
CUST-100005305,Male,0,24.0,Yes,DSL,Two year,No,Bank transfer,44.27,1064.95,No
ACCT1000005306,Male,1,49.0,Yes,DSL,One year,Yes,Mailed check,70.46,3502.76,Yes
CUST-100005307,Female,0,46.0,Yes,DSL,Two year,Yes,Bank transfer,55.82,2506.37,No
ACCT1000005308,Male,0,49.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,80.9,3860.02,Yes
ACCT1000005309,Female,1,18.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,89.24,1602.23,Yes
CUST-100005310,Female,1,20.0,Yes,DSL,Month-to-month,No,Electronic check,62.66,1245.66,Yes
ACCT1000005311,Male,0,11.0,Yes,No,Month-to-month,No,Electronic check,45.43,486.09,Yes
CUST-100005312,Male,0,30.0,Yes,Fiber optic,Month-to-month,No,Electronic check,81.88,2422.83,Yes
CUST-100005313,Female,0,6.0,Yes,No,One year,No,Bank transfer,32.61,196.00,No
CUST-100005314,Female,0,60.0,No,,One year,Yes,Bank transfer,57.59,3580.57,Yes
CUST-100005315,Female,0,17.0,Yes,No,Month-to-month,Yes,Credit card,34.7,623.66,No
100005316-HNM,Male,0,42.0,YES,No,Month-to-month,No,Bank transfer,45.78,1912.35,No
TC-BT-10005317,Female,0,64.0,Yes,Fiber optic,Two year,Yes,Credit card,91.21,5952.02,No
TC-JM-10005318,Male,0,59.0,Yes,dsl,Month-to-month,Yes,Credit card,63.7,3817.59,No
CUST-100005319,Female,0,4.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,86.46,330.06,Yes
CUST-100005320,Male,0,61.0,Yes,No,Two year,Yes,Credit card,24.14,1486.22,No
CUST-100005321,Male,0,52.0,No,Fiber optic,Two year,Yes,Electronic check,56.46,3082.88,Yes
CUST-100005322,Male,0,4.0,Yes,No,Two year,Yes,Credit card,37.64,119.55,No
CUST-100005323,Male,0,49.0,Yes,Fiber optic,2 year,No,Mailed check,70.57,3514.55,No
TC-WU-10005324,Female,1,72.0,No,Fiber optic,One year,No,Mailed check,68.5,4752.50,No
CUST-100005325,Female,0,22.0,yes,Fiber optic,Month-to-month,Yes,Electronic check,85.28,1825.12,Yes
CUST-100005326,Female,0,7.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92.78,655.64,Yes
CUST-100005327,Female,0,59.0,Yes,DSL,Month-to-month,Yes,Electronic check,57.44,3418.86,No
CUST-100005328,Female,0,7.0,Yes,No,Month-to-month,No,Mailed check,40.26,251.16,No
CUST-100005329,Female,0,16.0,Yes,Fiber optic,One year,No,Electronic check,69.4,1160.47,No
CUST-100005330,Male,0,51.0,Yes,No,Two year,No,Bank transfer,33.8,1732.35,No
CUST-100005331,Female,0,61.0,Yes,Fiber optic,Month-to-month,No,Mailed check,76.26,4942.20,No
ACCT1000005332,Male,0,16.0,Yes,DSL,Month-to-month,Yes,Mailed check,53.0,819.9,No
TC-UL-10005333,Male,1,17.0,Yes,DSL,One year,Yes,Electronic check,64.63,1088.62,No
100005334-FKJ,Male,1,14.0,Yes,Fiber optic,Month-to-month,No,Mailed check,90.45,1223.58,Yes
CUST-100005335,Female,0,57.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.11,5159.73,Yes
100005336-LLA,Female,1,9.0,Yes,No,Two year,No,Credit card,44.46,380.34,No
CUST-100005337,Male,0,7.0,Yes,DSL,Month-to-month,YES,Electronic check,66.2,447.13,Yes
ACCT1000005338,Male,0,40.0,Yes, DSL ,Month-to-month,No,Electronic check,62.02,2406.35,No
100005339-UJY,Female,1,72.0,No,DSL,Month-to-month,No,Electronic check,55.01,4130.96,No
CUST-100005340,Female,0,59.0,Yes,DSL,Two year,Yes,Credit card,53.33,3209.46,No
TC-FY-10005341,Female,1,29.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102.45,3079.43,No
CUST-100005342,Male,0,14.0,Yes,No,Month-to-month,No,Electronic check,33.19,463.78,No
ACCT1000005343,Female,1,69.0,Yes,No,Two year,Yes,Mailed check,28.89,1912.92,No
