gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk_Score,Risk_Category,Churn_Driver_Explanation,Retention_Recommendation
Male,0,2,Yes,Fiber optic,Month-to-month,No,Bank transfer,82.07,140.33,Yes,0.825190117887043,82.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.8,1865.6,No,0.8249223644472276,82.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,No,Fiber optic,Month-to-month,Yes,Mailed check,66.1,239.72,Yes,0.8247092416265817,82.5,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.78,1450.6,No,0.8247026392697553,82.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,16,Yes,Fiber optic,Month-to-month,No,Electronic check,86.14,1361.6,Yes,0.8245932079583699,82.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,Yes,Fiber optic,Month-to-month,No,Bank transfer,86.19,369.46,Yes,0.8251401787295405,82.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,16,Yes,Fiber optic,Month-to-month,No,Electronic check,84.12,1361.61,Yes,0.8252466556230795,82.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,10,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.55,895.49,Yes,0.8242953033162821,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,17,Yes,Fiber optic,Month-to-month,Yes,Mailed check,91.66,1585.76,No,0.8235434445905532,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,74.27,204.1,Yes,0.8238219627080529,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,No,Mailed check,84.7,769.64,Yes,0.8242157076739601,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.89,1811.62,No,0.8244478345711309,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.19,3482.06,Yes,0.8244120760050069,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,Yes,Fiber optic,Month-to-month,No,Bank transfer,85.74,332.59,Yes,0.8239849215500423,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.92,3630.58,Yes,0.823717373122989,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,18,Yes,Fiber optic,Month-to-month,No,Electronic check,87.95,1630.36,No,0.824453105680517,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,82.24,671.45,Yes,0.8235543839213514,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,22,Yes,Fiber optic,Month-to-month,No,Electronic check,95.91,2074.89,Yes,0.8236322196490204,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.2,782.17,Yes,0.8243240527359599,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,7,Yes,Fiber optic,Month-to-month,No,Mailed check,82.57,579.73,No,0.8235321638040848,82.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,3,No,Fiber optic,Month-to-month,No,Electronic check,59.94,197.08,Yes,0.8241132452326069,82.4,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,18,Yes,Fiber optic,Month-to-month,No,Electronic check,87.86,1638.02,No,0.8242218202892689,82.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,11,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,88.25,985.37,Yes,0.823039941435892,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,16,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.31,1363.24,Yes,0.8228195322869656,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,6,Yes,Fiber optic,Month-to-month,No,Credit card,93.23,593.37,Yes,0.8226108552290573,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,16,Yes,Fiber optic,Month-to-month,No,Electronic check,85.41,1413.7,Yes,0.8227114896501493,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,Yes,Fiber optic,Month-to-month,No,Bank transfer,85.3,345.27,Yes,0.8228495414924432,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92.45,2364.12,Yes,0.8233042966255933,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,22,Yes,Fiber optic,Month-to-month,No,Electronic check,98.0,2134.91,Yes,0.823154942605803,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,7,Yes,Fiber optic,Month-to-month,No,Mailed check,82.28,598.5,Yes,0.8227829798595548,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,77.98,411.09,No,0.8232434319019948,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.06,1841.0,Yes,0.8230175709395275,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.25,970.97,Yes,0.8233854609291487,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.44,714.05,Yes,0.8233610375137348,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,No,Bank transfer,89.37,565.49,Yes,0.8226696649219629,82.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,20,Yes,Fiber optic,Month-to-month,No,Electronic check,91.5,1891.9,No,0.8229338145100505,82.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,83.64,483.4,Yes,0.8219546130726736,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.57,1796.94,No,0.8219286124112348,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,13,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,94.24,1206.24,Yes,0.8219401830264711,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,5,Yes,Fiber optic,Month-to-month,No,Bank transfer,89.42,425.61,No,0.8222675246312491,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,5,Yes,DSL,Month-to-month,Yes,Electronic check,66.72,303.53,Yes,0.8224854835717935,82.2,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,81.24,434.1,Yes,0.8216295839311015,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,26,Yes,Fiber optic,Month-to-month,No,Electronic check,84.98,2353.27,No,0.8215048597900884,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,11,Yes,Fiber optic,Month-to-month,No,Mailed check,87.87,970.36,Yes,0.8217089559976107,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,4,No,Fiber optic,Month-to-month,Yes,Mailed check,65.03,233.12,Yes,0.8219471491640573,82.2,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,No,Mailed check,80.1,457.84,No,0.8224975135687902,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,18,No,Fiber optic,Month-to-month,No,Electronic check,73.89,1390.48,Yes,0.8215687952526756,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,No,Mailed check,80.1,511.16,No,0.8224975135687902,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.15,2947.14,No,0.8220867177279996,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,3,No,Fiber optic,Month-to-month,Yes,Mailed check,62.88,195.26,Yes,0.8217386307547062,82.2,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,11,Yes,Fiber optic,Month-to-month,No,Mailed check,90.36,935.37,Yes,0.8222674152958026,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,No,Fiber optic,Month-to-month,No,Electronic check,65.19,393.8,No,0.8216320021778986,82.2,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,No,Electronic check,72.87,689.82,Yes,0.8223968074717295,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,15,Yes,Fiber optic,Month-to-month,No,Electronic check,80.79,1174.79,No,0.8219977348189593,82.2,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,7,Yes,Fiber optic,Month-to-month,Yes,Credit card,85.64,598.52,Yes,0.8217733815932845,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,77.63,452.57,Yes,0.8223377725252017,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.32,749.27,Yes,0.8220509925002389,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,4,Yes,Fiber optic,Month-to-month,Yes,Credit card,79.54,318.33,No,0.8220571916161055,82.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.42,757.81,No,0.8205307070506906,82.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,20,Yes,Fiber optic,Month-to-month,Yes,Credit card,91.73,1878.59,Yes,0.8213723096136435,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,8,No,Fiber optic,Month-to-month,No,Electronic check,71.33,600.17,Yes,0.8209170870667086,82.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.45,1795.66,Yes,0.8214352021063988,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,16,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.15,1428.93,No,0.8205180241305902,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,83.49,639.69,No,0.8208956467687395,82.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.52,1985.77,Yes,0.821435846091013,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.62,2230.72,No,0.8213329872097839,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.41,1514.6,Yes,0.8211599301794759,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,20,Yes,Fiber optic,Month-to-month,No,Electronic check,90.59,1850.9,No,0.8205683039659388,82.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.96,2049.29,No,0.8197906491294727,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.01,2139.7,No,0.8199217026209047,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.29,1740.2,Yes,0.8203001948388692,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,77.85,855.03,Yes,0.8199261341413931,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,15,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.74,1301.88,Yes,0.8196270494732528,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.28,1825.12,Yes,0.8202740330965327,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.68,550.5,No,0.8196783296457312,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,27,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.11,2400.55,Yes,0.8196352338970422,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Credit card,78.36,350.56,Yes,0.81951247224799,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,8,Yes,Fiber optic,Month-to-month,No,Mailed check,81.12,707.01,No,0.8202986970448527,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,2,No,Fiber optic,Month-to-month,No,Electronic check,58.73,132.99,Yes,0.8204431038877505,82.0,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,4,Yes,Fiber optic,Month-to-month,No,Credit card,90.28,356.45,No,0.8197824518970603,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,20,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.82,1506.32,No,0.8199388226240212,82.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.05,977.36,Yes,0.8202671658594013,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,No,Mailed check,79.16,511.7,Yes,0.8200488952391197,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,No,Bank transfer,90.54,570.27,Yes,0.8197908605884494,82.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,3,Yes,DSL,Month-to-month,Yes,Electronic check,63.63,209.63,Yes,0.8192879591438383,81.9,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.89,948.19,No,0.8192663689714768,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.68,2671.74,Yes,0.8187906460991816,81.9,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,88.93,1075.8,Yes,0.8194191202846166,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,80.37,611.97,Yes,0.8186800580292066,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,8,Yes,Fiber optic,Month-to-month,Yes,Credit card,86.69,650.55,No,0.8191073487222542,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,No,Fiber optic,Month-to-month,Yes,Bank transfer,77.41,369.5,Yes,0.8188926912991227,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,80.41,463.65,Yes,0.8194606164394878,81.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,5,Yes,DSL,Month-to-month,Yes,Electronic check,67.23,369.8,No,0.8178660651336049,81.8,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.46,1736.41,Yes,0.8183027666840799,81.8,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,19,Yes,Fiber optic,Month-to-month,Yes,Mailed check,91.53,1848.86,No,0.8183404866954668,81.8,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,2,Yes,DSL,Month-to-month,Yes,Electronic check,58.78,112.82,Yes,0.8179564577723196,81.8,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,11,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.5,1030.07,Yes,0.8180551009980452,81.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,81.82,463.45,No,0.8171785155081409,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,No,Bank transfer,89.31,562.4,Yes,0.8165434929798744,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,19,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.22,1670.04,Yes,0.816792168889291,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,86.07,800.28,Yes,0.8167903098479978,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,76.56,840.64,Yes,0.8165211887716731,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,10,Yes,Fiber optic,Month-to-month,No,Mailed check,84.1,849.49,Yes,0.8172453653726501,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,81.72,473.95,Yes,0.8169132320661716,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.89,1623.53,No,0.8169790506023004,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,No,Mailed check,78.0,470.91,Yes,0.8169909531909667,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.67,1445.76,Yes,0.8173097061386965,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,22,Yes,Fiber optic,Month-to-month,No,Electronic check,95.54,2142.6,No,0.8167098092366715,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,8,Yes,Fiber optic,Month-to-month,Yes,Credit card,83.71,682.76,No,0.8172459471196075,81.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,29,Yes,Fiber optic,Month-to-month,Yes,Mailed check,95.71,2846.27,Yes,0.8172701016304521,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,13,Yes,Fiber optic,Month-to-month,No,Electronic check,76.9,922.82,No,0.816677325835527,81.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,16,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.56,1274.2,Yes,0.8163248365041813,81.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,67.09,125.71,No,0.8163994987422293,81.6,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.8,2656.53,Yes,0.8159869746895937,81.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.17,284.34,Yes,0.8155081643973837,81.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.62,881.1,Yes,0.8155922158459873,81.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,81.61,641.55,Yes,0.8159376347140593,81.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,19,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.05,1667.13,No,0.8164107389560413,81.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,14,Yes,Fiber optic,Month-to-month,No,Mailed check,91.75,1338.91,Yes,0.8155722091821382,81.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,81.42,450.67,No,0.8161155899789472,81.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
